"title","description","starter_code","test_cases","skill_tags","difficulty"
"Valid Parentheses — DSA #87","Check if the parentheses string is valid. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""()"", ""output"": ""true""}, {""input"": ""()[]{}"", ""output"": ""true""}, {""input"": ""(]"", ""output"": ""false""}]","python,dsa,algorithms,logic","easy"
"Longest Increasing Subsequence — DSA #88","Return length of LIS in an integer array. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""10 9 2 5 3 7 101 18"", ""output"": ""4""}]","python,dsa,algorithms,logic","easy"
"Top K Frequent Elements — DSA #89","Return the k most frequent elements from an array. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 1 1 2 2 3|2"", ""output"": ""1 2""}]","python,dsa,algorithms,logic","hard"
"Rotate Array — DSA #90","Rotate an array to the right by k steps. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 4 5|2"", ""output"": ""4 5 1 2 3""}]","python,dsa,algorithms,logic","medium"
"Two Sum Variant — DSA #91","Given an array and a target, return indices of two numbers that add to target. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2 7 11 15|9"", ""output"": ""0 1""}, {""input"": ""3 2 4|6"", ""output"": ""1 2""}, {""input"": ""-1 0 1|0"", ""output"": """"}]","python,dsa,algorithms,logic","hard"
"Reverse Linked List — DSA #92","Reverse a singly linked list and return the head of the reversed list. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1->2->3->4->5"", ""output"": ""5->4->3->2->1""}, {""input"": ""1->2"", ""output"": ""2->1""}, {""input"": """", ""output"": """"}]","python,dsa,algorithms,logic","medium"
"Detect Cycle in Linked List — DSA #93","Given head of a linked list, return true if there is a cycle. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1->2->3->4->2"", ""output"": ""true""}, {""input"": ""1->2->3->4"", ""output"": ""false""}]","python,dsa,algorithms,logic","easy"
"Merge Two Sorted Lists — DSA #94","Merge two sorted linked lists into one sorted list. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1,2,4|1,3,4"", ""output"": ""1,1,2,3,4,4""}]","python,dsa,algorithms,logic","medium"
"Binary Search — DSA #95","Implement binary search to find target index in sorted array or -1 if not present. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 4 5|3"", ""output"": ""2""}, {""input"": ""1 3 5 7|2"", ""output"": ""-1""}]","python,dsa,algorithms,logic","easy"
"Kth Smallest Element — DSA #96","Return the k-th smallest element in an unsorted array. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""3 2 1 5 6|2"", ""output"": ""3""}]","python,dsa,algorithms,logic","easy"
"Valid Parentheses — DSA #97","Check if the parentheses string is valid. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""()"", ""output"": ""true""}, {""input"": ""()[]{}"", ""output"": ""true""}, {""input"": ""(]"", ""output"": ""false""}]","python,dsa,algorithms,logic","medium"
"Longest Increasing Subsequence — DSA #98","Return length of LIS in an integer array. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""10 9 2 5 3 7 101 18"", ""output"": ""4""}]","python,dsa,algorithms,logic","medium"
"Top K Frequent Elements — DSA #99","Return the k most frequent elements from an array. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 1 1 2 2 3|2"", ""output"": ""1 2""}]","python,dsa,algorithms,logic","easy"
"Rotate Array — DSA #100","Rotate an array to the right by k steps. Provide optimal time and space complexity.","def solve(nums, target=None):
    # implement and return result
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 4 5|2"", ""output"": ""4 5 1 2 3""}]","python,dsa,algorithms,logic","easy"
"String Anagram Groups — Python #1","Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","python,oop,modules,threads,regex","hard"
"LRU Cache — Python #2","Implement an LRU Cache with get and put operations. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2|get(1),put(1,1),put(2,2),get(1),put(3,3),get(2)"", ""output"": ""1,-1, -1""}]","python,oop,modules,threads,regex","medium"
"Serialize/Deserialize Binary Tree — Python #3","Serialize and deserialize a binary tree. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 null null 4 5"", ""output"": ""1 2 3 4 5""}]","python,oop,modules,threads,regex","easy"
"Decorator Usage — Python #4","Write a timing decorator that measures function runtime. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sleep 0.01"", ""output"": ""~0.01""}]","python,oop,modules,threads,regex","hard"
"Context Manager — Python #5","Create a context manager that times a code block. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""simple block"", ""output"": ""timed""}]","python,oop,modules,threads,regex","easy"
"CSV Parser — Python #6","Parse a CSV and return rows as lists handling quotes and escapes. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""a,b,\""c, d\"",e"", ""output"": ""[a,b,c d,e]""}]","python,oop,modules,threads,regex","easy"
"Data Class Usage — Python #7","Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","python,oop,modules,threads,regex","easy"
"Iterator Implementation — Python #8","Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","python,oop,modules,threads,regex","easy"
"Thread-safe Counter — Python #9","Implement a thread-safe counter using locks. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""calls in parallel"", ""output"": ""counter==n""}]","python,oop,modules,threads,regex","hard"
"Regex Extractor — Python #10","Extract dates from text using regex and return sorted unique list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""On 2021-05-01 and 2020/12/31"", ""output"": ""[2020/12/31,2021-05-01]""}]","python,oop,modules,threads,regex","medium"
"String Anagram Groups — Python #11","Group anagrams from a list of strings. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""eat,tea,tan,ate,nat,bat"", ""output"": ""[ [\""eat\"",\""tea\"",\""ate\""], [\""tan\"",\""nat\""], [\""bat\""] ]""}]","python,oop,modules,threads,regex","medium"
"LRU Cache — Python #12","Implement an LRU Cache with get and put operations. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""2|get(1),put(1,1),put(2,2),get(1),put(3,3),get(2)"", ""output"": ""1,-1, -1""}]","python,oop,modules,threads,regex","hard"
"Serialize/Deserialize Binary Tree — Python #13","Serialize and deserialize a binary tree. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""1 2 3 null null 4 5"", ""output"": ""1 2 3 4 5""}]","python,oop,modules,threads,regex","hard"
"Decorator Usage — Python #14","Write a timing decorator that measures function runtime. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sleep 0.01"", ""output"": ""~0.01""}]","python,oop,modules,threads,regex","easy"
"Context Manager — Python #15","Create a context manager that times a code block. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""simple block"", ""output"": ""timed""}]","python,oop,modules,threads,regex","medium"
"CSV Parser — Python #16","Parse a CSV and return rows as lists handling quotes and escapes. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""a,b,\""c, d\"",e"", ""output"": ""[a,b,c d,e]""}]","python,oop,modules,threads,regex","medium"
"Data Class Usage — Python #17","Use dataclasses to model and manipulate records. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""John,30"", ""output"": ""{\""name\"":\""John\"",\""age\"":30}""}]","python,oop,modules,threads,regex","easy"
"Iterator Implementation — Python #18","Implement a custom iterator for a nested list. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""[1,[2,3],4]"", ""output"": ""[1,2,3,4]""}]","python,oop,modules,threads,regex","easy"
"Thread-safe Counter — Python #19","Implement a thread-safe counter using locks. Aim for idiomatic Python solutions and tests.","def solve(*args, **kwargs):
    # write your Python implementation here
    pass

if __name__ == '__main__':
    pass","[{""input"": ""calls in parallel"", ""output"": ""counter==n""}]","python,oop,modules,threads,regex","medium"
